name,barcode,price,weight,category,date
"Fresh Pet Frozen Duck Liver, Barley and Vegetables For Adult Dogs 500 g",6009214397702,49.99,0.5,Cleaning,16-05-2023
Frozen Orange Ice Lolly with Mango 70 ml,6009214538488,15.99,0.07,Cleaning,16-05-2023
Mini Caramel Solos Dairy Ice Cream 6 x 55 g,6009217629701,109.99,0.33,Cleaning,16-05-2023
Frozen Belgian Chocolate Fondants 6 pk,6007875308358,129.99,,Cleaning,16-05-2023
Full Cream Double Toffee Frozen Yoghurt 1 L,6009214595221,82.99,1.0,Cleaning,16-05-2023
"Fresh Pet Frozen Steak, Rice and Vegetables For Adult Dogs 500 g",6009207293776,49.99,0.5,Cleaning,16-05-2023
Single Extremely Creamy Mini Almond Solo 55 g,6009226185090,29.99,0.06,Cleaning,16-05-2023
Peanut Butter Dairy Ice Cream 2 L,6009211273436,104.99,2.0,Cleaning,16-05-2023
Frozen Mixed Berry Medley Ice Lolly 70 ml,6009207399164,15.99,0.07,Cleaning,16-05-2023
Extremely Creamy Mini Belgium Chocolate Solos 6 x 50 g,6009211804395,109.99,0.3,Cleaning,16-05-2023
Single Extremely Creamy Mini Vanilla Solos Dairy Ice Cream 50 g,6009226185113,29.99,0.05,Cleaning,16-05-2023
Frozen Orange Ice Lollies 6 x 70 ml,6009207399195,64.99,0.42,Cleaning,16-05-2023
Frozen Banoffee Pie 510 g,6009217510139,132.99,0.51,Cleaning,16-05-2023
Chocolate & Salted Caramel Flavoured Dairy Ice Cream 2 L,6009207523095,104.99,2.0,Cleaning,16-05-2023
Frozen Mixed Berry Medley Ice Lollies 6 x 70 ml,6009207399201,64.99,0.42,Cleaning,16-05-2023
Extremely Creamy Mini White Almond Solos 6 x 55 g,6009214503738,109.99,0.33,Cleaning,16-05-2023
"Fresh Pet Frozen Steak and Kidney, Rice and Vegetables for Adult Dogs 500 g",6009207293752,49.99,0.5,Cleaning,16-05-2023
Frozen Strawberry Ice Lollies 6 x 70 ml,6009207523408,64.99,0.42,Cleaning,16-05-2023
Extremely Creamy Dairy Free Strawberry Flavoured Coconut Ice Cream 500 ml,6009211438828,49.99,0.5,Cleaning,16-05-2023
