name,barcode,price,weight,category,date
Full Circle Laid Back 2.0 Replaceable Dish Sponge,810119020581,94.99,,Cleaning,29-05-2023
Earth Friendly Pre-Soak Cookware Cleaner 15 pk,6009214457901,119.99,,Cleaning,29-05-2023
Full Circle Tiny Team™ Mini Brush and Dustpan Set,810119021373,89.99,,Cleaning,29-05-2023
Full Circle Clean Reach Bottle Brush,810119022516,99.99,,Cleaning,29-05-2023
Full Circle Clean Reach™ Bottle Brush Head Refill,810119022530,49.99,,Cleaning,29-05-2023
Full Circle Crystal Clear 2.0™ Glass Cleaner Refill 2 pk,810119021397,69.99,,Cleaning,29-05-2023
100% Cotton Shaggy Weave Drying Up Cloth 1 pk,6009184118949,69.99,,Cleaning,29-05-2023
Comfort Morning Fresh Concentrated Fabric Softener  800 ml,6001087008068,57.99,0.8,Cleaning,29-05-2023
Mr Muscle Original Bathroom Cleaner 500 ml,6001298070052,47.99,0.5,Cleaning,29-05-2023
Breathease™ 2-in1 Laundry Liquid with Fabric Conditioner 1.5 L,6009223162186,99.99,1.0,Cleaning,29-05-2023
Duck Marine Fresh Discs 6 Disc Refill 1 pk,6001298001087,45.99,,Cleaning,29-05-2023
Finish Powerball Quantum All in 1 Max Lemon Dishwasher Tablets 50 pcs,6001106228583,259.99,,Cleaning,29-05-2023
Sunlight 2 in 1 Summer Sensations Auto Laundry Liquid 1.5 L,6001087358682,76.99,5.0,Cleaning,29-05-2023
Full Circle Squeeze Cellulose Sponge Cloths 3 pk,850166002154,54.99,,Cleaning,29-05-2023
Ariel Anti-Germ Automatic Washing Powder 3 kg,8006540183861,159.99,3.0,Cleaning,29-05-2023
W.Lab 3 in 1 Baby and Sensitive Hypo-Allergenic Auto Laundry Liquid 1.5 L,6009223524502,89.99,5.0,Cleaning,29-05-2023
Earth Friendly Plant Based Coco Scrubber For Pots and Pans 2 pcs,6009223479512,34.99,,Cleaning,29-05-2023
Earth Friendly Bergamot and Bay Leaf Dish Wash 500 ml,6009214476155,59.99,0.5,Cleaning,29-05-2023
Full Circle Micro Manager Detail Brush,810119022882,69.99,,Cleaning,29-05-2023
Earth Friendly Granite and Marble Cleaner 500 ml,6009223010890,59.99,0.5,Cleaning,29-05-2023
Mr Muscle Original Multi Surface Disinfectant 750 ml,6001298002923,52.99,0.75,Cleaning,29-05-2023
