name,barcode,price,weight,category,date
Peach Slices in Syrup 420 g,6001009004451,24.99,0.42,Pantry,29-05-2023
Butter Flavour Microwave Popcorn 6 x 100 g,6009184110530,94.99,0.6,Pantry,29-05-2023
Mild Dill Gherkins 780 g,6005000184709,56.99,0.78,Pantry,29-05-2023
Sour Cream & Chives Dip 175 g,6009207425252,32.99,0.17,Pantry,29-05-2023
Black Cat Smooth Peanut Butter 400 g,6009522300623,41.99,0.4,Pantry,29-05-2023
BBQ Flavoured Quinoa Chips 100 g,6009214098272,36.99,0.1,Pantry,29-05-2023
Cheese Sauce 200 ml,20144210,39.99,0.2,Pantry,29-05-2023
Soetkoekies 200 g,6001009018663,49.99,0.2,Pantry,29-05-2023
Rose Flavoured Turkish Delight in Milk Chocolate 300 g,6009211338982,84.99,0.3,Pantry,29-05-2023
WCafe Organic All African Espresso Cafe Blend Beans 1 kg,6009173417237,289.99,1.0,Pantry,29-05-2023
Plain Water Biscuits 125 g,6009101884407,31.99,0.12,Pantry,29-05-2023
Hand Cooked Rotisserie Chicken Flavoured Potato Crisps 125 g,6009214098296,23.99,0.12,Pantry,29-05-2023
Bakers Original Boudoir Biscuits 200 g,6001056413978,39.99,0.2,Pantry,29-05-2023
Pretzel Pillows Filled With Peanut Butter 150 g,6009211738492,41.99,0.15,Pantry,29-05-2023
Reduced Oil Tangy Mayonnaise 385 g,6008000440813,41.99,0.39,Pantry,29-05-2023
Wellingtons Sweet Chilli Sauce 700 ml,6001030003577,50.99,0.7,Pantry,29-05-2023
Beef Stock Powder 150 g,20081140,52.99,0.15,Pantry,29-05-2023
"Apricot, Guava Apple and Mango Chunks Dried Fruit 40 g",6009000079126,16.99,0.04,Pantry,29-05-2023
Bakers Provita Wholewheat Crispbread 2 x 125 g,6001056414326,35.99,0.25,Pantry,29-05-2023
Stir-Fry Flavoured Quicksticks Noodles 75 g,6009214506685,10.99,0.07,Pantry,29-05-2023
Pink and White Marshmallows 150 g,6009000889954,24.99,0.15,Pantry,29-05-2023
Fresh Fettuccine Pasta 250 g,6005000811841,49.99,0.25,Pantry,29-05-2023
Nescafé Alta Rica Instant Coffee 200 g,7613036412674,152.99,0.2,Pantry,29-05-2023
Cannellini Beans in Brine 400 g,20181680,28.99,0.4,Pantry,29-05-2023
Black Peppercorns in Grinder 120 g,6009214702346,49.99,0.12,Pantry,29-05-2023
